uniprot_id,protein_name,length,disorder_content
A0A2U3TZM2,,380,
E5RHM9,,30,
A0A087WZB7,,68,
A0A0G2JHA9,Myelin-oligodendrocyte glycoprotein,224,
H7C1H4,Optineurin,126,0.627
A0A075B6F9,Nitric oxide synthase-interacting protein,304,0.105
C9IYA4,,302,0.086
A0A3B3IT56,,855,0.409
A0A5F9ZHS0,,59,1.0
A0A804HK43,,138,0.543
A0A2R8YGT9,,97,0.227
V9GYL9,Small ribosomal subunit protein mS29,299,0.11
A0A140TA14,,224,
H3BUF8,,53,0.472
A0A6I8PIW1,,646,0.07
A0A7I2YQK3,dolichyl-phosphate-mannose--protein mannosyltransferase,92,
A0A8V8TKR3,,414,
B0QYC7,,60,
J3KSN3,,100,0.24
C9JKF3,Chemerin-like receptor 2,137,
Q5R345,p-selectin,768,
D6RBG3,,78,0.756
C9J7M5,,80,
F5GZS7,,784,0.401
G3V2L3,,143,0.245
D6R9Q6,,84,
E7EVF8,,116,
D6R8Z1,,16,
A0A140T9Z4,,131,
E9PIW9,,432,0.593
A0A0A0MS45,Conserved oligomeric Golgi complex subunit 4,768,0.035
K7ERS6,,276,
A0A7I2YQ65,,1757,0.229
S4R339,,398,0.118
D6RB01,,610,0.633
C9JEM1,,119,0.412
A0A0J9YWZ5,,251,0.127
D6REY2,,766,0.123
M0R0H8,,124,
A0A3B3IT72,,365,0.077
H3BTH1,TIMELESS-interacting protein,141,0.411
M0QXC7,,66,
C9J7P7,,90,
E9PKM3,,64,
G3V4P2,,102,
K7EKQ6,,72,
F2Z2D4,,200,
E9PK80,NAD-dependent protein deacetylase,318,
A0A087WYV5,,1439,
M0R1Q6,,129,0.264
H3BTL5,,50,
H0YL11,isocitrate dehydrogenase (NADP(+)),312,
A0A8V8TNA0,,62,0.323
C9JEV6,N-acetyl-D-glucosamine kinase,293,
E5RGI9,,35,
A0A5F9ZH10,,1005,0.13
C9JAB9,,174,
F5H1K3,,111,0.261
A0A1B0GUQ5,,59,
G3V2Q1,,305,0.452
F5H4N6,,1056,0.115
H0YEK6,,106,
E9PLN8,Vitamin K epoxide reductase domain-containing protein,166,
E9PP02,Protein YIF1,158,
F2Z3D2,,73,
H0YBQ8,,174,0.167
H0YDT6,Eukaryotic translation initiation factor 3 subunit F,359,0.228
A0A096LP94,,247,
E7ENL8,,143,
M0QZ29,,45,
C9JAW7,,153,0.471
A0A7I2V336,,27,
F5H5C3,,143,1.0
H0YB51,,226,0.429
H0YDC0,,116,0.629
E5RGN0,,393,0.247
H0YEU5,,167,
H0YN10,,212,
J3KRX0,,121,
H0YFI4,,120,0.375
A0A1B0GX92,,120,0.742
B8ZZV9,"Coenzyme Q-binding protein COQ10 homolog B, mitochondrial",210,
G3V3G3,,123,0.415
C9JRF8,,74,
H0Y5I7,,605,0.04
C9JN83,N-terminal amino-acid N(alpha)-acetyltransferase NatA,142,
A0A0A0MRW6,Nucleolar protein 6,1008,0.048
D6RDG5,,293,0.184
K7ES32,,37,
H0Y9M7,,54,
Q5SX90,Rab GDP dissociation inhibitor,148,
R4GMW1,,45,
C9JRL4,"Malate dehydrogenase, cytoplasmic",119,
A0A0C4DGY6,,245,0.192
C9J9M5,,21,
E5RGG6,Protein NDRG1,42,
A0A6Q8PFF6,Calpastatin,609,0.888
A0A182DWF2,thioredoxin-disulfide reductase,494,
A0A0J9YXH5,,369,0.306
M0QX64,,134,
J3KS70,,90,0.478
H0YL89,,37,
R4GMX6,,47,0.468
A0A8V8TNT8,,136,
F5H1G6,,99,1.0
E7EVH6,,126,
A0A075B6G7,,239,0.113
M0R0L3,,246,0.305
H0YB40,,91,
J3KNW5,,432,0.296
F8W888,transketolase,153,
M0R0D4,Syntaxin-binding protein 2,169,
A0A8I5KYJ1,,52,0.615
R4GMX1,,197,0.381
A0A2R8YE54,,528,
K7EKZ2,,139,0.453
A0A8I5KXR4,Sulfotransferase,110,
H0YAB9,,110,
Q5H8Y1,Tyrosine-protein kinase receptor,2341,0.012
A0A8V8TPM4,Calcium/calmodulin-dependent protein kinase type II subunit delta,347,
A0A0D9SF98,,357,0.261
A0A075B709,,21,
F8W1Z5,,169,
S4R2Y9,Pyroglutamyl-peptidase I,171,0.123
D6RF83,,173,0.497
K7EKQ0,,174,
A0A140T902,,4222,0.077
A0A2R8Y775,,281,0.153
H0YDX8,,153,
H3BNQ5,dual-specificity kinase,193,
E5RIK9,,361,0.078
C9J240,Anion exchange protein,1106,0.121
F5H172,,134,
K7ESB0,,78,
F5H2B5,,513,
F5H784,,121,
G3V394,,1841,0.018
C9J4L5,,131,0.504
I3L3X7,,102,0.206
I3L3R0,,93,
F5GWD9,,146,
A0A8I5KT68,,374,
A0A0A0MS86,,590,0.041
F5H6W4,RING-type E3 ubiquitin transferase,635,0.572
A0A7P0T9B7,,259,
F8WEA5,,93,
X6R922,,94,0.564
A0A8I5KNQ0,,106,0.208
H7C4I4,,98,
A0A804HI64,,339,
A0A1D5RMR5,,8,
A0A5F9ZI03,,661,
A0A1B0GWH0,,65,
J3KSH8,,93,1.0
A0A804HJ62,,1391,0.068
H3BUN2,Conserved oligomeric Golgi complex subunit 8,164,
A0A8I5KT31,,510,0.375
A0A0D9SFH4,,68,
M0R1P0,,566,0.357
A0A1W2PRW6,,48,
K7EQ12,,189,0.148
A0A669KBJ4,non-specific serine/threonine protein kinase,1655,0.55
H7BYJ3,non-specific serine/threonine protein kinase,1640,0.122
J3KPR9,Transporter,618,0.095
A0A0C4DH76,,108,
V9GYX5,,77,0.766
A0A804HI16,,137,
K7EJ10,,28,1.0
A0A669KBB8,,114,1.0
A0A0G2JQT1,,862,
A0A2R8Y808,,586,0.558
A0A8I5KS16,RAF proto-oncogene serine/threonine-protein kinase,494,0.233
A0A7I2V5M6,,44,1.0
A0A3B3IU60,,45,0.533
K7EQ85,,94,
C9JK45,,116,
B8ZZC5,glutaminase,103,
F8VQX7,Oxysterol-binding protein,721,0.287
A0A2R8YDH3,RNA helicase,503,0.25
C9JMQ9,,113,
A0A1W2PPW5,,427,0.133
A0A8V8TP37,,1248,0.065
A0A1W2PP34,,546,0.201
A0AA34QVR3,,390,0.533
H7C5S9,,70,
A0A6Q8PHL8,KIF-binding protein,588,0.043
A0A1W2PRA6,,332,
E7EWX6,NAD-dependent protein deacetylase sirtuin-2,237,
E9PKG7,,76,1.0
A0A3F2YNX6,Histone acetyltransferase,2006,0.486
A0A1W2PSA9,UDP-N-acetylglucosamine transporter,713,0.036
A0A8V8TQD7,,682,0.048
B5MCN5,,162,
A0A3B3ISV3,,386,0.329
H7C0L5,,719,0.061
A0A0A0MTJ9,Neutral cholesterol ester hydrolase 1,448,
H7C3B2,,304,
I3L4S2,,58,
A0A8Q3SHT2,,255,
A0A994J401,,256,
A0A994J4B9,,155,
G8JLG8,,823,0.605
F8WAQ7,,38,
C9JIN3,Fibroblast growth factor,107,
F8W696,Apolipoprotein A-I,245,
A0A8I5KTC6,,712,0.067
E9PRV7,G protein-coupled receptor kinase,408,
A0A5F9ZHC3,,112,
V9GY46,,189,0.159
H0YAQ8,Peptidyl-prolyl cis-trans isomerase,171,
X6RLY7,,282,
A0A8C8MSB2,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,441,0.177
E9PGD8,,175,0.286
A0A7I2V3R9,Presenilin,471,0.149
A0A8V8TME7,,189,0.138
A0A6Q8PH77,RNA binding protein fox-1 homolog 1,374,0.324
H0YNE0,,213,0.324
D6RBK6,,155,0.213
E9PIY4,,93,
G3V2Q0,,199,0.784
F5GYG7,,81,
F5H757,Transmembrane ascorbate-dependent reductase CYB561,318,
E5RIP6,Proenkephalin-A,79,
C9JNE1,,230,0.087
J3QQI1,,22,
A0A994J5V0,,64,0.359
A0A8V8TPE9,,1004,0.185
A0A804HKJ3,,934,
A0A8Q3SJJ4,,72,
E5RFP0,,132,0.189
C9JTS3,,200,0.17
C9JEX8,Elongator complex protein 6,157,
A0A2R8Y4C6,,166,0.404
J3QRW1,,143,
C9IYX5,Transmembrane protein 182,80,
A0A8I5KXC0,,506,0.04
K7EMC4,,350,0.543
G3V3S7,,114,0.237
K7EQE8,,82,
B1AKV3,,249,0.108
I3L162,,190,
K7EKX6,,49,
F8WC44,Integral membrane protein GPR175,225,
C9JQR6,Tyrosine-protein kinase-like otk,257,0.078
A0A994J6S8,,918,
C9JXM3,Rab-like protein 3,212,
C9J8F3,Fructose-bisphosphate aldolase C,149,
A0A2R8YFP9,,175,0.131
E9PIA0,MAP kinase-interacting serine/threonine-protein kinase 1,166,0.175
B8ZZB8,CB1 cannabinoid receptor-interacting protein 1,137,
D6RGE3,,145,
E9PIY2,Deuterosome assembly protein 1,553,
F8WEZ7,,122,0.18
F5H709,,176,1.0
C9J827,WW domain binding protein VOPP1,109,0.514
F8W908,,36,
C9JWI5,,97,
M0QXT0,,253,0.126
H7C4C3,AP-2 complex subunit mu,432,
H0YMQ4,,130,
E7EW05,Protein SDA1,650,0.168
A0A7I2V5P3,,42,
A0A1X7SBS0,Elongator complex protein 4,425,
E5RFE0,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",195,
F8WCB0,,95,
D6RA40,,569,0.306
X6R3B1,,159,
A0A7I2V3Q0,,587,0.099
E9PQV9,,84,
Q5T0R5,,179,
A0A1B0GXK6,,961,0.162
A0A087X1Q2,,84,
F8VWP8,,104,
H0Y6G3,,322,0.118
K7ENU0,,92,0.717
D6RDI1,,114,0.868
H0YC41,,60,1.0
A0A096LPA2,,133,
K7EML5,,184,
A0A087X1V1,,325,0.203
F5H694,Cytochrome P450 2E1,86,
A0A087WZN4,,460,0.057
Q5QPI9,,437,0.059
F6RS74,,193,0.793
B5MC85,,358,0.07
J3KR33,Mediator of RNA polymerase II transcription subunit 19,244,1.0
A0A087X0E3,,1610,0.373
A0A1B0GUX8,,102,0.902
E7EWM2,,293,0.276
E9PR70,,295,
E9PNW2,Transmembrane 9 superfamily member,207,
M0R3G5,,95,0.6
E9PJV3,"Pseudouridylate synthase RPUSD4, mitochondrial",176,
Q5JRF7,phenylalanine--tRNA ligase,101,
E9PS62,,184,0.179
E9PLS5,,56,
U3KPT1,,125,0.336
G3V4Z0,,169,
K7EQ59,,154,0.149
H3BMJ1,,59,
H3BS23,,90,
X6R2W0,,220,0.114
K7EKL7,,71,
K7ENY6,,129,
A0A075B713,,21,1.0
E5RIP3,,60,0.7
Q5JW04,,196,
C9J459,,70,1.0
F8W1M8,,75,1.0
H0Y8M3,,150,0.307
F5H1K4,,32,1.0
H0Y7G2,Phosphatase and actin regulator,230,0.178
M0QY77,KxDL motif-containing protein 1,195,0.385
A0A0A0MS94,,1380,
J3KSW4,,129,
K7ER25,,780,
E9PMR6,,1441,0.196
A0A2R8Y7S8,,558,
A0A2R8Y5B1,,151,0.735
H3BV41,,71,
A0A140T9X7,,624,0.566
A0A0J9YVR1,,504,
A0A804HKN7,,171,
E7ET01,,173,0.89
M0R024,,68,
D6RHX4,,129,
A0A1W2PRE7,lipoyl synthase,265,
C9IZL7,,207,0.246
F8VY05,,62,
A0A494C1J5,,698,0.092
C9JYI2,,177,
C9JM55,Prenylcysteine oxidase 1,154,
A0A7I2V2X3,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",344,
E9PSE3,,397,0.164
A0A2R8YDG7,,52,0.5
A0A2R8Y544,Acyl-CoA-binding domain-containing protein 6,255,0.122
F5H6I8,,798,0.586
A0A669KAW7,,317,0.208
M0QYY8,,92,
K7ERS0,,159,0.17
A0A6I8PLB3,leucine--tRNA ligase,1024,
A0A7P0Z4M7,DNA damage-inducible transcript 4 protein,136,
E5RFM8,,94,
A0A8C8KIA0,,222,0.257
A0A3B3ISW0,,355,0.107
H3BTZ0,,280,1.0
A0A1W2PQ59,,43,
K7ELI0,,230,0.122
A0A7P0Z4Q3,,97,0.381
A0A8I5KVG7,Phosphoinositide phospholipase C,2231,0.074
A0A2R8YD21,,59,1.0
E9PRA6,,170,
A0A7I2V4M6,,70,
A0A2R8YGI3,,728,0.992
G3V580,,180,
X6REK4,tRNA (guanine(9)-N(1))-methyltransferase,205,0.439
A0A6Q8PHU1,,146,0.404
Q5JXD3,ubiquitinyl hydrolase 1,140,
A0A6Q8PHE7,,38,
A0A5F9ZHR6,,255,
D6RDN4,,257,0.097
C9JNL5,Selenocysteine lyase,162,0.173
A0A669KAZ1,,70,
A0A804HL42,,279,
A0A804HK40,,208,
A0A8V8TN55,,210,
A0A075B7D9,,223,
A0A6Q8PFH6,,126,
A0A075B7A4,,147,0.299
H3BRD0,,180,
A0A994J4M3,Transmembrane protein 106B,249,
A0A6Q8PGX7,,224,
A0A087X1N9,,130,
A0A7I2V4H0,Angiotensin-converting enzyme,786,
G3V4Y2,B1 bradykinin receptor,284,
E9PSA6,,163,
F8VWJ7,,85,
H0Y3U5,,174,
M0R388,,84,
A0A7I2V3E7,,356,
A0AAA9XBX5,,2649,0.009
A0A7P0T9P3,,501,0.142
A0A8I5KUG0,,672,0.055
F2Z2J8,,153,0.379
A0A7P0MW50,26S proteasome non-ATPase regulatory subunit 1,893,0.097
A0A804HLD6,,488,0.055
H7C5V6,,156,0.192
A0A590UJD1,,75,
K7EK97,,141,0.426
E9PNG8,,45,
A0A0J9YVS6,,265,0.125
H0YJ44,,281,
A0A8Q3WL34,AP-3 complex subunit beta,1055,0.195
C9JKQ2,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,65,
K7EKY8,,67,
K7ERL9,,26,
K7EJI0,,240,
H3BN48,,72,
A0A804HI24,"Fumarate hydratase, mitochondrial",480,
E5RHD1,,201,0.861
H7C5U7,Luc7-like protein,39,
A6NJD9,Large ribosomal subunit protein uL23m,163,
C9J7A3,,107,
Q5TBP9,,248,0.653
F8W6S9,,39,
H3BT26,,226,0.235
J3QR42,,91,0.319
A0A6Q8PFC9,,52,1.0
F5H6X8,,89,
K7EMW6,,41,
E9PP67,,179,
H7C5E8,,143,0.189
H0YDD4,Acetyltransferase component of pyruvate dehydrogenase complex,520,0.112
A0A087WVI4,Transmembrane channel-like protein,706,0.19
J3KSC6,,432,
Q5JWG3,,138,0.594
V9GY52,,51,
E9PP09,,145,
G3V4Q6,,224,0.116
E9PNA1,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase,223,0.139
F8WDZ4,,88,
H3BPA0,,44,
B9ZVU2,Aspartyl aminopeptidase,270,
H7C1P7,,140,0.286
A0A1W2PPC7,,128,
F5H4R6,,383,0.167
A0A0A0MSU9,,186,0.651
I3L261,,61,
H0YFD8,,105,
A0A087WUM5,,72,
K4DIB3,Mitochondrial glutamate carrier 1,161,
H0YDK0,,248,0.101
C9JCQ0,,86,0.802
I3L4C9,,108,
E5RJU9,,526,0.774
H0Y8P3,,917,0.455
A0A8Q3WLE4,,308,
I3L3X8,,94,0.553
A0A075B6E4,,290,0.448
D6RE79,,480,0.094
C9JT42,,65,1.0
H7C5A5,,599,0.129
A0A0J9YXD6,,156,0.128
D6RAM9,,81,0.679
A0A7I2V333,,267,
A0A3B3ISE9,Guided entry of tail-anchored proteins factor 1,173,
Q5T0D5,,304,
A6PVU5,,98,
A0A0C4DG75,,133,
H0Y9K0,,321,
F5GXF0,,652,0.225
H0YNX3,,74,0.743
E9PMN5,,177,
H0Y8J4,,26,1.0
A0A0A6YYH9,,375,0.059
A0A590UJ37,Amine oxidase domain-containing protein,196,
A0A494C007,,135,0.304
D6RGJ4,,40,
E9PIE6,,167,
F8WDW9,,245,
G3V4Q5,,232,0.099
A0A7I2RN43,,382,
H0YGX7,,195,0.164
A8MTU2,,171,0.444
M0QX95,,562,
R4GN08,,77,
H7BZN1,choline-phosphate cytidylyltransferase,137,
F8VXV5,,115,
F8W652,,119,
A0A6Q8PFH3,,336,
H0YBV5,,181,
H3BP40,,80,1.0
M0R2L4,,123,
A0A2R8Y4B4,,61,0.852
A0A2R8YCC9,,33,
A0A1X7SBR8,Voltage-dependent calcium channel gamma-8 subunit,425,0.247
A0A2R8Y5L5,Peripheral myelin protein 22,129,
A0A2R8YD79,protein-tyrosine-phosphatase,166,
A0A494C075,,958,0.1
A0A5F9ZGZ7,,174,
A0A7I2V4T2,non-specific serine/threonine protein kinase,621,0.43
A0A8V8TQS9,,2055,0.032
A0A494C0Y6,,209,0.115
A0A7P0Z4F2,,286,
A0A7P0T818,,249,
A0A0B4J297,,73,
Q5T098,,66,
A0A5F9ZHX5,DNA helicase,1357,0.284
A0A7I2RLJ8,,441,0.045
A0A7I2V4E6,,873,0.159
A0A7I2V5U0,,2263,0.013
A0A1B0GTC1,,182,0.159
A0A7P0T7V2,,846,0.045
A0A9L9PXJ3,Protein Wnt,290,
A0A7I2V3N9,,107,0.355
C9J6Z7,,84,
A0A8I5KSA5,,191,0.22
E7EMW5,,143,0.161
A0A494C1I6,Agrin,1963,0.082
E9PLR4,,215,
C9J7B7,,144,
A0A8Z5A536,Ragulator complex protein LAMTOR5,173,
E5RFL1,,57,
A0A804HKC3,,588,0.713
A0A7I2PHE7,,1248,0.178
A0A590UJ94,,1076,
A0A494C0W4,,25,
A0A087WT21,,1442,0.387
F8WDD7,,113,
Q5T284,snRNA-activating protein complex subunit 3,124,
A0A8V8TN84,,1452,0.197
D6RF76,,414,0.135
A0A3B3ITF5,,437,
E9PPV1,,141,
A0A8Q3WLN3,RING-type E3 ubiquitin transferase,2043,0.166
A0A8V8TPY3,Nuclear transport factor 2,92,
A0A8V8TPE5,,191,
A0A384DVV8,,153,0.196
A0A6Q8PFA9,Alpha-galactosidase,417,
A0A8I5KXH5,,720,
A0A7P0TAH1,,700,0.133
A0A494C058,,854,0.033
A0AAA9WZN5,,793,
D6RHG4,Heparanase,226,
B5MD47,,94,
D6RI06,ubiquitinyl hydrolase 1,372,0.312
H7C5A9,,194,0.165
F5GYB5,,136,
D6RIU4,,191,
A0A8V8TM95,,218,
E7ER52,,171,0.257
A0A8V8TQA4,,577,0.094
V9GYA4,,66,
H7BYZ7,long-chain-fatty-acid--CoA ligase,434,
A0A087WY21,,136,0.353
K7EMH5,,76,
E9PKT9,Molybdopterin synthase sulfur carrier subunit,83,
X6RFT7,,280,
H0Y5P4,,179,0.855
K7EMS3,"Keratin, type I cytoskeletal 19",181,
I3L4Z0,,128,
C9JF79,Malate dehydrogenase,222,
M0QX99,,119,
A0A0G2JLC3,,325,
J3KT68,,92,
A0A2R8Y5Y1,Amino acid transporter,560,
A0A494C0Y1,,437,0.146
A0A6Q8PF10,,587,0.095
A0A8Q3SHP1,,212,
A0A8I5KXJ7,,411,0.058
A0A6Q8JGY2,,127,0.315
J3QRH5,Transmembrane ascorbate-dependent reductase CYB561,258,
J3QRH1,inositol-3-phosphate synthase,151,
H0YK98,,108,0.852
A0A0A0MTE5,,106,
H0Y6M6,,219,0.132
F8W0V8,protein-serine/threonine phosphatase,54,
E9PHI8,non-specific serine/threonine protein kinase,540,0.143
F5GWR1,,120,
U3KQ93,,166,0.729
Q5JW54,,284,
C9IYX1,,14,
D6RCQ3,BRCA1-A complex subunit RAP80,166,0.777
M0QZ38,,73,
A0A087WSX8,,651,0.246
E9PI23,Transmembrane protein 218,141,
A0A0G2JQJ2,,1149,0.023
H0YLG7,,176,
H0YMP5,Arpin,130,
H3BMX5,Histone acetyltransferase,187,
H3BRP7,,64,0.375
J3KSU3,,364,
J3KTI8,,306,
E2QRC7,,82,
S4R3K4,CCAAT-box-binding transcription factor,186,0.134
A0A0J9YX20,,115,0.191
A0A1W2PNP0,,580,
A0A2R8Y6F4,,153,
A0A2R8Y4T2,,80,0.425
A0A3B3IRM0,,631,
A0A3B3IRJ0,,14,
A0A2U3TZM4,,892,
A0A3B3IRT9,,1127,0.306
A0A7P0T857,Alkylglycerone-phosphate synthase,122,0.557
A0A494C0K4,"Pro-neuregulin-1, membrane-bound isoform",459,0.227
A0A5H1ZRS0,Deuterosome assembly protein 1,502,
A0A8Q3SIA9,Adenosine deaminase,386,
J3KRF3,,133,0.241
C9JMM3,,127,
A0A8I5KSR3,,288,0.642
C9JA68,,127,
E9PLD1,propanoyl-CoA C-acyltransferase,366,
H0YC53,,129,
A0A804HK79,,1173,0.13
F8WBQ5,,76,
J3QQJ6,,102,
F8WBN8,,62,1.0
C9J1J7,C-X-C chemokine receptor type 2,172,
J3QR34,,48,
C9JY10,,64,
C9JZF8,,120,0.483
E7ERQ6,,390,0.069
H0YHX6,,51,
C9K0H2,,81,
H3BRA5,,165,
H3BUP7,,111,
F5H115,Tektin,140,0.229
B1AJV1,,69,
B0QYS2,,59,
H0YHN4,,133,0.406
H7C2J0,,79,
E5RFZ1,,163,0.202
J3KTK9,,159,0.717
R4GN17,,131,
K7EL01,,172,0.308
H3BUJ7,,654,0.035
A0A804HJ59,,375,0.317
A0A8Q3SJ09,,379,0.071
A0A1B0GTG0,,213,0.704
H0YHC1,,1545,0.25
K7EMP1,,405,0.054
C9JFS9,,120,0.85
M0R1V7,,63,
A8MZ31,,106,0.811
H0YIS7,,233,0.352
K7ES46,,209,0.1
E5RIA2,,498,
H3BUX2,,140,
A0A0J9YYH3,Glucose-6-phosphate isomerase,283,
J3KRM4,Aquaporin-4,185,
A0A2R8YE81,,161,0.286
A0A1W2PNY3,,194,0.371
A0A7P0TAK2,,327,
A0A6Q8PGB8,,87,
A0A6Q8PG13,ribose-phosphate diphosphokinase,52,
A0A2R8Y705,DNA polymerase,1109,0.031
F8VZ43,,157,0.777
F8VUB4,,520,0.188
K7EJ80,,46,
M0R005,,137,
M0QY99,,76,
H7BZ52,,1336,0.352
A0A6Q8PHQ3,,58,1.0
A0A804HJX9,WW domain-containing oxidoreductase,367,0.063
A0A8V8TQP8,ADP-ribosylation factor 1,143,
U3KQB1,,105,
A0A0C4DH89,,98,0.133
E5RHZ4,,54,
A0A087X229,,137,
H7C2F1,,489,0.168
J3KTN2,,129,
A0A8I5KX29,,51,
A0A8I5QKN2,,166,1.0
A0A8V8TMS5,,50,
A0A8V8TQ96,Alkyl transferase,354,0.158
A0A994J5J8,,79,
A0A8Q3SIT1,,1039,0.434
Q4VXN0,,257,0.101
E9PPB2,Deuterosome assembly protein 1,329,
F8WBH0,,93,0.441
D6RIB1,,206,
A0A096LP59,Transcriptional regulator ATRX,293,0.959
A0A087WXA9,,61,
C9J8E3,,55,0.491
E9PQT6,,12,
A0A494C1T1,,353,0.252
J3KTN7,,24,
E7EQQ5,,209,
E7EQ61,Ubiquitin-like modifier-activating enzyme 5,377,
E9PQP8,,101,
H0YIY0,,59,
H0YJ69,,119,
G3V3B5,,108,0.537
F5GXW8,,31,
H7C5J2,,84,0.369
J3QR12,,470,0.502
C9JEK3,,132,0.5
C9JYY4,,80,
C9JTG6,,53,
F8VVX2,Bestrophin,143,
A0A087WXV5,,457,0.761
M0R0Y8,,142,
D6RHJ5,Small ribosomal subunit protein RACK1,86,
H7BXJ6,,310,0.068
C9JQS9,"Propionyl-CoA carboxylase beta chain, mitochondrial",559,
E9PJW4,,134,
G3V434,,200,
F5H0N3,,147,
I3L3D0,,44,
A0A087WZT3,,44,0.568
A0A0D9SFW8,,143,
J3KRW8,Deoxynucleoside kinase domain-containing protein,73,0.274
H3BPA5,,237,0.105
A6PVY9,,107,0.766
H7C4G8,,258,
K7ERD8,,194,0.345
G3V5B7,Protein NDRG2,174,0.161
K7EKQ8,,101,
F8VUJ3,Polypeptide N-acetylgalactosaminyltransferase,575,0.056
H0YE05,,254,
K7EM07,,171,
K7ES38,,74,
J3KRY1,Rho GDP-dissociation inhibitor 1,249,0.386
A0A1W2PS93,Elongator complex protein 4,425,
A0A2R8Y427,,151,
A0A2R8Y7K2,,343,0.274
A0A8I5KYP7,Electron transfer flavoprotein subunit alpha,327,
A0A0J9YXN7,,1372,0.095
A0A7P0TAG0,Matrix metalloproteinase-14,503,0.066
A0A8V8TQ30,,48,
A0A804HK60,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,85,
A0A7I2V2X6,"60 kDa heat shock protein, mitochondrial",541,
A0A8I5QL35,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase",1146,0.08
A0A8I5QJS0,,530,0.051
A0AA34QVJ1,,239,
A0A3B3ISN9,,163,
A0A7P0TAN5,,2880,0.067
A0A494C004,Tafazzin family protein,311,0.084
A0A7P0TBJ9,,81,
A0A494C0S2,,904,0.244
A0A7P0TAC5,,3086,0.073
A0A7I2V2N9,,47,
A0A7I2V3E4,,111,1.0
A0A6Q8PEZ7,Chloride channel CLIC-like protein 1,568,0.28
A0A7P0T807,Amino acid transporter,148,
A0A7I2YQV3,,54,
A0A7I2V4B5,mannose-1-phosphate guanylyltransferase,255,
A0A7I2V5D7,,48,
A0A7I2V4W6,,102,1.0
A0A7I2V518,Guided entry of tail-anchored proteins factor,295,0.261
A0A494C180,,54,0.426
A0A7I2V5E9,NAD(+) ADP-ribosyltransferase,308,0.117
A0A804HIB8,,189,0.116
A0A7I2V5J7,,369,0.255
A0A7I2V5D2,E3 ubiquitin-protein ligase makorin-2,427,0.07
A0A7I2V464,,360,0.231
A0A7I2V3P5,non-specific serine/threonine protein kinase,535,0.336
A0A7P0TAA2,,3116,0.029
A0A5H1ZRQ1,Dystrophin,1225,0.09
A0A7P0T7Z8,,1186,0.225
A0A7P0T8G9,,87,
A0A0G2JQK9,,7076,0.826
A0A7P0NGZ6,Cathepsin B,338,
A0A9L9PXU5,,65,
A0A8I5KWR8,Phosphoinositide phospholipase C,484,
A0A8I5KQ26,,304,0.135
A0A5F9ZH17,,1879,0.089
A0A804HJK3,,859,
A0A8I5QL13,,283,0.367
A0A669KBM6,,142,0.415
A0A5F9ZI81,,1915,0.074
A0A5F9ZH41,Vascular permeability factor,393,0.43
A0A804HLI0,non-specific serine/threonine protein kinase,2986,0.096
A0A8Q3SID5,,464,
A0A8Q3WL54,,277,
A0A8Q3WME3,,252,
A0A8V8TNF3,,360,
A0A8V8TNU9,,85,
A0A8V8TNA6,,378,0.193
A0A8Q3WKA6,,468,0.175
A0A8Q3SIG7,,915,0.247
A0A994J7B2,,132,0.417
A0A9L9PXI7,Mitochondrial-processing peptidase subunit beta,508,
A0A9L9PXC9,High mobility group nucleosome-binding domain-containing protein 3,124,1.0
A0A6Q8PHH4,,53,
A0A6Q8PFI5,,92,
A0A994J5K8,,724,0.051
A0A8Q3SJD2,,2482,0.047
A0A8I5KRP5,Intraflagellar transport protein 122 homolog,816,
A0A8I5KRH1,,486,0.444
A0A5F9ZHC6,,163,
A0A5F9ZHD6,DNA polymerase epsilon catalytic subunit,207,0.145
A0A804HJS7,SH3-containing GRB2-like protein 3-interacting protein 1,855,0.52
A0A8I5KXX8,,1866,0.104
A0AAA9YHG1,,2068,0.232
A0A7P0YWJ6,,115,1.0
A0A9L9PXI1,,126,
A0A7P0Z400,Vacuolar protein sorting-associated protein 53 homolog,709,0.097
A0A8I5KQ17,,20,1.0
A0A8I5KUL7,Protein FAM162A,160,
A0A6Q8PGK9,,269,0.673
A0A8I5KXE0,,35,1.0
A0A8I5KTV1,,345,
A0A804HHS2,,153,
A0A8Q3WKS0,,113,
A0A6Q8PFJ1,,316,0.092
A0A7P0T8E9,,1314,0.052
A0A8I5QJD5,,383,0.052
A0A8Q3WLH7,,239,
A0A804HKG7,RNA binding protein fox-1 homolog 1,349,0.361
A0A8Q3WM71,,453,
A0A8V8TNA9,Proteasome assembly chaperone 2,275,
A0A8I5QKK4,,796,0.168
A0A804HJ35,,615,0.915
A0A669KAV8,,13,
A0A994J7H7,,309,
A0A8Q3WL62,Tyrosine-protein kinase,658,0.061
A0A8V8TQ94,,564,
A0A8V8TKZ7,nitric-oxide synthase (NADPH),478,0.042
A0A8V8TPY4,calcium/calmodulin-dependent protein kinase,491,0.061
A0A8V8TLW9,,1010,0.022
